No,actBeginTm,actEndTm,actPlace,adultPosblAt,gugunCd,nanmmbyNm,noticeBgnde,noticeEndde,progrmBgnde,progrmEndde,progrmRegistNo,progrmSj,progrmSttusSe,sidoCd,srvcClCode,url,yngbgsPosblAt,gugunNm,sidoNm
6362,14,16,"연수꿈담도서관 2층, 3층 자료실",Y,3520000,연수꿈담도서관,20231120,20231130,20231201,20231231,3060107,(대학생만) (14:00 ~ 16:00 화~일요일) 2023년 12월 연수꿈담도서관 자원봉사 모집  ,2,6280000,행정보조 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3060107,N,연수구,인천광역시
6363,16,18,"연수꿈담도서관 2층, 3층 자료실",Y,3520000,연수꿈담도서관,20231120,20231130,20231201,20231231,3060111,(대학생만) (16:00 ~ 18:00 화~일요일) 2023년 12월 연수꿈담도서관 자원봉사 모집  ,2,6280000,행정보조 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3060111,N,연수구,인천광역시
6364,13,17,충현도서관 자료실,N,3900000,광명시충현도서관,20231120,20231130,20231201,20231231,3062979,충현도서관 자료실 정리 (오후),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062979,Y,광명시,경기도
6365,9,11,"연수꿈담도서관 2층, 3층 자료실",Y,3520000,연수꿈담도서관,20231120,20231130,20231201,20231231,3060098,(대학생만) (09:10 ~ 11:10 화~일요일) 2023년 12월 연수꿈담도서관 자원봉사 모집,2,6280000,행정보조 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3060098,N,연수구,인천광역시
6366,9,13,충현도서관 자료실,N,3900000,광명시충현도서관,20231120,20231130,20231201,20231231,3062975,충현도서관 자료실 정리 (오전),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062975,Y,광명시,경기도
6367,14,17,늘푸른작은도서관,Y,3740000,늘푸른작은도서관,20231120,20231205,20231201,20231231,3064345,"늘푸른작은도서관 사서업무지원,행정지원,환경미화 청결활동",2,6410000,생활편의지원 > 청결지도,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3064345,N,수원시,경기도
6368,13,17,식사도서관 자료실,Y,3940000,고양시립식사도서관,20231120,20231210,20231201,20231231,3064036,12월 식사도서관 도서정리 자원봉사자 모집(주중/오후),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3064036,Y,고양시,경기도
6369,9,13,식사도서관 자료실,Y,3940000,고양시립식사도서관,20231120,20231210,20231201,20231231,3064043,12월 식사도서관 도서정리 자원봉사자 모집(주말/오전),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3064043,Y,고양시,경기도
6370,9,13,구리시 토평도서관,Y,3980000,토평도서관,20231120,20231127,20231201,20231231,3055549,[평일/주말-오전] 자료실 도서배가 및 환경정비 ,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3055549,N,구리시,경기도
6371,12,14,1층 어린이자료실 및 2층 종합자료실,Y,3520000,해돋이도서관,20231120,20231129,20231201,20231231,3060108,[주말] (대학생만: 1일 최대 4시간까지) (12~14시) 23년 12월 해돋이도서관 자원봉사 모집,2,6280000,행정보조 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3060108,N,연수구,인천광역시
6372,14,16,1층 어린이자료실 및 2층 종합자료실,Y,3520000,해돋이도서관,20231120,20231129,20231201,20231231,3060097,"[평일 화,수] (대학생부터~성인) (14~16시) (23년 12월) 해돋이도서관 자원봉사 모집",2,6280000,행정보조 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3060097,N,연수구,인천광역시
6373,16,18,1층 어린이자료실 및 2층 종합자료실,Y,3520000,해돋이도서관,20231120,20231129,20231201,20231231,3060102,"[평일 화,수] (대학생부터~성인) (16~18시) (23년 12월) 해돋이도서관 자원봉사 모집",2,6280000,행정보조 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3060102,N,연수구,인천광역시
6374,16,18,1층 어린이자료실 및 2층 종합자료실,N,3520000,해돋이도서관,20231120,20231129,20231201,20231231,3060094,[주말] (중~고학생만) (16~18시) 23년 12월 해돋이도서관 자원봉사 모집,3,6280000,행정보조 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3060094,Y,연수구,인천광역시
6375,14,16,1층 어린이자료실 및 2층 종합자료실,Y,3520000,해돋이도서관,20231120,20231129,20231201,20231231,3060112,[주말] (대학생만: 1일 최대 4시간까지) (14~16시) 23년 12월 해돋이도서관 자원봉사 모집,2,6280000,행정보조 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3060112,N,연수구,인천광역시
6376,10,12,1층 어린이자료실 및 2층 종합자료실,Y,3520000,해돋이도서관,20231120,20231129,20231201,20231231,3060105,[주말] (대학생만: 1일 최대 4시간까지) (10~12시) 23년 12월 해돋이도서관 자원봉사 모집,2,6280000,행정보조 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3060105,N,연수구,인천광역시
6377,16,18,1층 어린이자료실 및 2층 종합자료실,Y,3520000,해돋이도서관,20231120,20231129,20231201,20231231,3060113,[주말] (대학생만: 1일 최대 4시간까지) (16~18시) 23년 12월 해돋이도서관 자원봉사 모집,2,6280000,행정보조 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3060113,N,연수구,인천광역시
6378,13,17,인천 서구 환경로 42 국립생물자원관 생생채움 전시관,Y,3560000,국립생물자원관,20231120,20231126,20231201,20231231,3059049,(국립생물자원관) 12월 전시관 관람동선 안내 및 관람객 안전 유지 봉사 (오후),2,6280000,문화행사 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3059049,Y,서구,인천광역시
6379,13,17,구리시 토평도서관,Y,3980000,토평도서관,20231120,20231127,20231201,20231231,3055552,[주말-오후] 자료실 도서배가 및 환경정비 ,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3055552,N,구리시,경기도
6380,9,13,노작홍사용문학관,Y,5530000,화성노작홍사용문학관,20231120,20231127,20231201,20231231,3060031,노작홍사용문학관 작은도서관 대출반납안내 장서정리(오전),3,6410000,문화행사 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3060031,N,화성시,경기도
6381,9,13,서울하수도과학관 ,Y,3030000,서울시중랑물재생센터(서울하수도과학관),20231120,20231127,20231201,20231231,3063068,서울하수도과학관 2023년 12월 [오전] 전시실 질서유지 및 관람안내 자원봉사자 모집,2,6110000,교육 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063068,Y,성동구,서울특별시
6382,13,17,노작홍사용문학관,Y,5530000,화성노작홍사용문학관,20231120,20231127,20231201,20231231,3060033,노작홍사용문학관 작은도서관 대출반납안내 장서정리(오후),2,6410000,문화행사 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3060033,N,화성시,경기도
6383,14,18,구리시 토평도서관,Y,3980000,토평도서관,20231120,20231127,20231201,20231231,3055551,[평일-오후] 자료실 도서배가 및 환경정비 ,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3055551,N,구리시,경기도
6384,10,14,아름다운가게 창원사파점 ,Y,5670000,아름다운가게창원사파점,20231120,20231127,20231201,20231231,3063983,♡12월[평일/오전]아름다운가게창원사파점 봉사 모집(신규는월 4회가능인원)♡,2,6480000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063983,N,창원시,경상남도
6385,14,18,아름다운가게 창원사파점 ,Y,5670000,아름다운가게창원사파점,20231120,20231127,20231201,20231231,3063984,♡12월[평일/오후]아름다운가게창원사파점 봉사 모집(신규는월4회가능인원)♡,2,6480000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063984,N,창원시,경상남도
6386,13,16,서울하수도과학관 ,Y,3030000,서울시중랑물재생센터(서울하수도과학관),20231120,20231127,20231201,20231231,3063094,서울하수도과학관 2023년 12월 [오후] 전시실 질서유지 및 관람안내 자원봉사자 모집,2,6110000,교육 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063094,Y,성동구,서울특별시
6387,13,17,수주도서관,Y,3860000,부천시립 수주도서관,20231118,20231231,20231201,20231231,3063187,(고등학생이상 성인/평일오후)수주도서관 자료실 서가정리및 환경정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063187,Y,부천시,경기도
6388,13,17,서울시 광진구 능동로 216 어린이대공원 정문주차장 뒷 건물 서울상상나라,Y,3040000,서울상상나라,20231118,20231231,20231201,20231231,3063717,"12월 서울상상나라 자원봉사자 모집 (13:00~17:00, 4시간)",2,6110000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063717,N,광진구,서울특별시
6389,14,18,경기도 남양주시 오남읍 진건오남로 숫돌1길 7-4  “행복요양원”,N,3990000,행복요양원,20231119,20231130,20231201,20231231,3063682,생활 편의지원(오후),2,6410000,생활편의지원 > 활동보조,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063682,Y,남양주시,경기도
6390,9,13,경기도 남양주시 오남읍 진건오남로 숫돌1길 7-4  “행복요양원”,N,3990000,행복요양원,20231119,20231130,20231201,20231231,3063681,생활 편의지원(오전),2,6410000,생활편의지원 > 활동보조,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063681,Y,남양주시,경기도
6391,10,18,강남구 1인가구 커뮤니티센터 STAY.G (강남 논현로86길 29 1층),Y,3220000,강남구 1인가구 커뮤니티센터,20231119,20231220,20231201,20231231,3063669,기관 출입자 관리 및 시설 정돈 활동 등 (오전 ~ 오후),2,6110000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063669,N,강남구,서울특별시
6392,18,21,강남구 1인가구 커뮤니티센터 STAY.G (강남 논현로86길 29 1층),Y,3220000,강남구 1인가구 커뮤니티센터,20231119,20231220,20231201,20231231,3063670,기관 출입자 관리 및 시설 정돈 활동 등(야간),2,6110000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063670,N,강남구,서울특별시
6393,10,14,아름다운가게 창원사파점,Y,5670000,아름다운가게창원사파점,20231120,20231125,20231201,20231231,3063985,♡12월[토일/오전]아름다운가게창원사파점 봉사 모집(신규는2회 가능자)♡,2,6480000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063985,N,창원시,경상남도
6394,14,18,아름다운가게 창원사파점,Y,5670000,아름다운가게창원사파점,20231120,20231125,20231201,20231231,3063986,♡12월[토일/오후]아름다운가게창원사파점 봉사모집(신규는2회가능자)♡,2,6480000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063986,N,창원시,경상남도
6395,9,13,인천 서구 환경로 42 국립생물자원관 생생채움 전시관,Y,3560000,국립생물자원관,20231120,20231126,20231201,20231231,3059038,(국립생물자원관) 12월 전시관 관람동선 안내 및 관람객 안전 유지 봉사(오전),2,6280000,문화행사 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3059038,Y,서구,인천광역시
6396,14,18,울주천상도서관,Y,3730000,천상도서관,20231117,20231231,20231201,20231231,3063345,"울주천상도서관 서가정리 등 업무보조(화~일, 14시~18시)",2,6310000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063345,N,울주군,울산광역시
6397,9,12,분포도서관 어린이자료실 또는 종합자료실,Y,3310000,부산광역시남구도서관,20231117,20231231,20231201,20231231,3063155,[1] 분포도서관 어린이자료실 도서 및 서가 정리(봉사내용 미숙지로 인한 불이익은 책임지지 않습니다),2,6260000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063155,Y,남구,부산광역시
6398,10,13,용인중앙도서관 자료실(용인시 처인구 명지로 27),Y,4050000,용인중앙도서관,20231118,20231129,20231201,20231231,3063168, 용인중앙도서관 자료실 도서정리 봉사활동(평일/주말)(오전),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063168,N,용인시,경기도
6399,13,16,용인중앙도서관 (용인시 처인구 명지로 27),Y,4050000,용인중앙도서관,20231118,20231129,20231201,20231231,3063397,용인중앙도서관 자료실 도서정리 봉사활동(평일/주말)(오후),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063397,N,용인시,경기도
6400,9,13,수주도서관,Y,3860000,부천시립 수주도서관,20231118,20231231,20231201,20231231,3063186,(고등학생이상 성인/평일오전)수주도서관 자료실 서가정리및 환경정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063186,Y,부천시,경기도
6401,12,19,속초시 중앙로33 (아동청소년 친화공간 꿈이랑),Y,4230000,속초YMCA,20231118,20231231,20231201,20231231,3063580,-아동청소년친화공간 꿈이랑 문화행사 활동 및 운영보조-,2,6420000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063580,Y,속초시,강원특별자치도
6402,9,13,수주도서관,Y,3860000,부천시립 수주도서관,20231118,20231231,20231201,20231231,3063178,(고등학생이상 성인/주말오전)수주도서관 자료실 서가정리및 환경정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063178,Y,부천시,경기도
6403,17,21,수주도서관,Y,3860000,부천시립 수주도서관,20231118,20231231,20231201,20231231,3063183,(성인/평일저녁)수주도서관 자료실 서가정리및 환경정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063183,N,부천시,경기도
6404,9,13,서울시 광진구 능동로 216 어린이대공원 정문주차장 뒷 건물 서울상상나라,Y,3040000,서울상상나라,20231118,20231231,20231201,20231231,3063579,"12월 서울상상나라 자원봉사자 모집 (09:30~13:30, 4시간)",2,6110000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063579,N,광진구,서울특별시
6405,13,17,수주도서관,Y,3860000,부천시립 수주도서관,20231118,20231231,20231201,20231231,3063181,(고등학생이상 성인/주말오후)수주도서관 자료실 서가정리및 환경정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063181,Y,부천시,경기도
6406,9,13,경기화성교육도서관,Y,5530000,경기화성교육도서관,20231117,20231215,20231201,20231231,3063065,[성인모집/화~금 오전] 경기화성교육도서관 봉사자를 모집합니다.,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063065,N,화성시,경기도
6407,15,19,"상주시다함께돌봄센터(왕산로 219-13, 1층)",Y,5110000,상주시종합자원봉사센터,20231117,20231222,20231201,20231231,3063088,상주시다함께돌봄센터 자원봉사자 모집(활동희망일자 7일전에 신청바람),2,6470000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063088,N,상주시,경상북도
6408,10,12,송파구치매안심센터(서울시 송파구 충민로 184),Y,3230000,송파구치매안심센터,20231117,20231227,20231201,20231231,3062758,[오전]송파구치매안심센터 프로그램 보조 및 사무행정 업무 보조,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062758,N,송파구,서울특별시
6409,14,16,송파구치매안심센터(서울시 송파구 충민로 184),Y,3230000,송파구치매안심센터,20231117,20231227,20231201,20231231,3062764,[오후]송파구치매안심센터 프로그램 보조 및 사무행정 업무 보조,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062764,N,송파구,서울특별시
6410,10,17,장난감도서관 정자점,Y,3740000,장난감도서관정자점,20231117,20231228,20231201,20231231,3063261,"장난감소독, 세척, 정리(장난감도서관 정자점)",2,6410000,생활편의지원 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063261,N,수원시,경기도
6411,14,16,송파구치매안심센터(서울시 송파구 충민로 184),Y,3230000,송파구치매안심센터,20231117,20231228,20231201,20231231,3062769,[금/오후]송파구치매안심센터 프로그램 보조,2,6110000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062769,N,송파구,서울특별시
6412,13,17,진접푸른숲도서관,Y,3990000,진접푸른숲도서관,20231117,20231230,20231201,20231231,3063086,[2023년 12월] 진접푸른숲도서관 성인 자원봉사 모집(오후),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063086,N,남양주시,경기도
6413,9,13,진접푸른숲도서관,N,3990000,진접푸른숲도서관,20231117,20231230,20231201,20231231,3063070,[2023년 12월] 진접푸른숲도서관 청소년 자원봉사 모집(오전),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063070,Y,남양주시,경기도
6414,9,13,진접푸른숲도서관,Y,3990000,진접푸른숲도서관,20231117,20231230,20231201,20231231,3063083,[2023년 12월] 진접푸른숲도서관 성인 자원봉사 모집(오전),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063083,N,남양주시,경기도
6415,13,17,진접푸른숲도서관,N,3990000,진접푸른숲도서관,20231117,20231230,20231201,20231231,3063075,[2023년 12월] 진접푸른숲도서관 청소년 자원봉사 모집(오후),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063075,Y,남양주시,경기도
6416,14,17,분포도서관 어린이자료실 또는 종합자료실,Y,3310000,부산광역시남구도서관,20231117,20231231,20231201,20231231,3063164,[2] 분포도서관 어린이자료실 도서 및 서가 정리(봉사내용 미숙지로 인한 불이익은 책임지지 않습니다),2,6260000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063164,Y,남구,부산광역시
6417,9,13,경기화성교육도서관,Y,5530000,경기화성교육도서관,20231117,20231215,20231201,20231231,3063072,[성인모집/주말오전] 경기화성교육도서관 봉사자를 모집합니다.,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063072,N,화성시,경기도
6418,13,17,경기화성교육도서관,Y,5530000,경기화성교육도서관,20231117,20231215,20231201,20231231,3063077,[성인모집/주말오후] 경기화성교육도서관 봉사자를 모집합니다.,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063077,N,화성시,경기도
6419,10,12,경기화성교육도서관,N,5530000,경기화성교육도서관,20231117,20231215,20231201,20231231,3063089,[청소년모집/화~금 오전] 경기화성교육도서관 도서 정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063089,Y,화성시,경기도
6420,13,17,경기화성교육도서관,Y,5530000,경기화성교육도서관,20231117,20231215,20231201,20231231,3063067,[성인모집/화~금 오후] 경기화성교육도서관 봉사자를 모집합니다.,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063067,N,화성시,경기도
6421,10,12,경기화성교육도서관,N,5530000,경기화성교육도서관,20231117,20231215,20231201,20231231,3063093,[청소년모집/주말오전] 경기화성교육도서관 도서 정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063093,Y,화성시,경기도
6422,14,17,경기화성교육도서관,N,5530000,경기화성교육도서관,20231117,20231215,20231201,20231231,3063090,[청소년모집/화~금 오후] 경기화성교육도서관 도서 정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063090,Y,화성시,경기도
6423,14,17,경기화성교육도서관,N,5530000,경기화성교육도서관,20231117,20231215,20231201,20231231,3063098,[청소년모집/주말오후] 경기화성교육도서관 도서 정리,2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063098,Y,화성시,경기도
6424,9,13,서울특별시 종로구 옥인1길 34 ,Y,3000000,구립 박노수미술관(재단법인 종로문화재단),20231116,20231231,20231201,20231231,3062814,[오전] 종로구립 박노수미술관 안내 자원봉사,2,6110000,문화행사 > 행사보조,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062814,N,종로구,서울특별시
6425,13,16,"경남도민의 집, 도지사관사 ",Y,5670000,경남도민의집,20231116,20231231,20231201,20231231,3062601,"12월 경남도민의 집, 도지사 관사 실내외 전시·공연보조 및 환경정비(13:00~17:00, 3시간)",2,6480000,문화행사 > 행사보조,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062601,N,창원시,경상남도
6426,14,18,아름다운가게 김해서상점 (김해시 가락로 86번길 5-8) / 서상동 김해중앙상가 행복한 약국 골목안,Y,5350000,아름다운가게김해서상점,20231116,20231231,20231201,20231231,3061213,아름다운가게 김해서상점/ 오후(14:00~18:00) 성인 봉사자 모집,2,6480000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3061213,N,김해시,경상남도
6427,9,18,전주시립평화도서관,Y,4640000,전주시립평화도서관,20231116,20231231,20231201,20231231,3062831,도서 정리 및 기타 업무 (대학생 및 성인),2,6450000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062831,N,전주시,전라북도
6428,15,19,대전광역시 서구 더샵꿈나래 다함께돌봄센터,Y,3660000,대전광역시서구더샵꿈나래다함께돌봄센터,20231116,20231231,20231201,20231231,3062829,초등 저학년 방과후 돌봄 지원,2,6300000,교육 > 방과후 교육,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062829,N,서구,대전광역시
6429,10,13,"경남도민의 집, 도지사관사 ",Y,5670000,경남도민의집,20231116,20231231,20231201,20231231,3062600,"12월 경남도민의 집, 도지사 관사 실내외 전시·공연보조 및 환경정비(10:00~13:00, 3시간)",2,6480000,문화행사 > 행사보조,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062600,N,창원시,경상남도
6430,9,12,매여울도서관 어린이자료실 및 종합자료실,Y,3740000,매여울도서관,20231116,20231231,20231201,20231231,3062391,매여울도서관 12월 오전 성인 자원봉사(09:00~12:00),2,6410000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062391,N,수원시,경기도
6431,14,18,"은천동작은도서관 4층, 5층",Y,3200000,은천동작은도서관,20231117,20231129,20231201,20231231,3063313,"은천동작은도서관 12월 도서관 업무보조(평일 오후/도서 정리 경험자, 고등학생~청년만 지원 가능)",2,6110000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063313,Y,관악구,서울특별시
6432,10,14,"은천동작은도서관 4층, 5층",Y,3200000,은천동작은도서관,20231117,20231129,20231201,20231231,3063309,"은천동작은도서관 12월 도서관 업무보조(오전/도서 정리 경험자, 고등학생~청년만 지원 가능)",2,6110000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3063309,Y,관악구,서울특별시
6433,10,14,아름다운가게 김해서상점 (김해시 가락로 86번길 5-8) / 서상동 김해중앙상가 행복한 약국 골목안,Y,5350000,아름다운가게김해서상점,20231116,20231231,20231201,20231231,3061206,아름다운가게 김해서상점/ 오전(10:00~14:00) 성인 봉사자 모집,2,6480000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3061206,N,김해시,경상남도
6434,14,18,울주옹기종기도서관 자료실,Y,3730000,울주옹기종기도서관,20231116,20231231,20231201,20231231,3062747,(주말_오후)울주옹기종기도서관 자료실 도서 및 환경 정리,2,6310000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062747,N,울주군,울산광역시
6435,13,17,윤동주문학관,Y,3000000,윤동주문학관(재단법인 종로문화재단),20231116,20231231,20231201,20231231,3062267,2023년 12월 윤동주문학관 봉사활동 모집(13:40~17:40),2,6110000,문화행사 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062267,N,종로구,서울특별시
6436,9,11,창원의집,Y,5670000,창원의집,20231116,20231231,20231201,20231231,3061702,[창원의집] 12월 환경 정비(오전),2,6480000,환경보호 > 환경정화,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3061702,N,창원시,경상남도
6437,9,13,울주옹기종기도서관 자료실,Y,3730000,울주옹기종기도서관,20231116,20231231,20231201,20231231,3062743,(주말_오전)울주옹기종기도서관 자료실 도서 및 환경 정리,2,6310000,기타 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062743,N,울주군,울산광역시
6438,9,13,노은도서관 1층 자료실,Y,3670000,노은도서관,20231116,20231231,20231201,20231231,3062489,노은도서관 자료실 도서정리(9시~13시),2,6300000,행정보조 > 업무지원,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062489,N,유성구,대전광역시
6439,9,13,윤동주문학관,Y,3000000,윤동주문학관(재단법인 종로문화재단),20231116,20231231,20231201,20231231,3062266,2023년 12월 윤동주문학관 봉사활동 모집(09:30~13:30),2,6110000,문화행사 > 기타,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062266,N,종로구,서울특별시
6440,13,18,서울특별시 종로구 옥인1길 34 ,Y,3000000,구립 박노수미술관(재단법인 종로문화재단),20231116,20231231,20231201,20231231,3062821,[오후] 종로구립 박노수미술관 안내 자원봉사,2,6110000,문화행사 > 행사보조,https://1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3062821,N,종로구,서울특별시
